Sample,log.Basal.Resp,log.ATP.linked.Resp,log.Proton.Leak,log.Spare.Resp.Cpcty,log.Maximal.Resp,log.Non.Mito.Resp
10A-HF | 30-10-2017,1.1445260778914799,1.0263181609537324,0.11820791693774746,0.8309454190108014,1.9754714969022813,2.719307335052005
10B-HF | 18-12-2017,1.3919323259546545,1.1388769428722023,0.25305538308245223,0.9150226759687161,2.3069550019233707,2.001862293149094
11-HC | 18-09-2017,1.274676589525477,0.9775430886408927,0.29713350088458435,0.6427501752174103,1.9174267647428873,1.7318144301699145
11A-HF | 28-11-2017,1.0119255516671783,0.9463646669237504,0.06556088474342792,0.8797126508576127,1.891638202524791,2.5578916986434006
11B-HF | 15-01-2018,1.8621512918406182,1.0826097351594628,0.7795415566811554,1.186104972645618,3.0482562644862363,2.0573688811581934
11B_2-DB2 | 14-01-2019,1.1625804142995282,1.1754463490879234,-0.012865934788395261,1.1091988990345962,2.2717793133341244,2.6083059745926
12A-HF | 06-12-2017,1.966602006949656,1.3620913494706501,0.6045106574790058,0.994666597549787,2.961268604499443,0.933117760265632
12B-HF | 22-01-2018,1.520159944539454,1.1948825886862715,0.3252773558531825,1.0119033917710043,2.5320633363104585,1.8392180466639536
13A-HF | 26-02-2018,1.3962730630522877,0.9897452120569623,0.4065278509953254,0.84111921575869,2.2373922788109777,1.9338409656155493
13B-HF | 13-04-2018,1.2417195824450915,1.0129601972101612,0.22875938523493033,0.7165813653949162,1.9583009478400077,2.4143487045842447
14A-HF | 22-01-2018,1.0277432127924593,0.9807755169419226,0.04696769585053673,0.9957610260420884,2.0235042388345477,2.204966070264893
14B-HF | 12-03-2018,1.436830579269967,1.135850813531348,0.30097976573861884,0.488848085840369,1.925678665110336,1.428847146215982
15A-HF | 15-01-2018,1.1036976682596316,0.7729360899510072,0.3307615783086244,1.1328596023527373,2.236557270612369,2.3094634642993674
17A-HF | 12-03-2018,0.8270335346427158,0.8786601670316534,-0.05162663238893761,0.7348361293206049,1.5618696639633207,1.7883301566907572
17B-HF | 30-04-2018,1.0746659552463709,1.0249733983670164,0.04969255687935448,0.9535213420126287,2.0281872972589996,2.6748402056588976
18A-HF | 12-02-2018,1.1789601672031242,1.042911307103131,0.13604886009999317,0.9718586632546078,2.150818830457732,2.3543640386400986
18B-HF | 03-04-2018,1.6208152775593636,1.1323344363515626,0.488480841207801,0.6445843725785512,2.2653996501379146,1.1721314221913872
19A-HF | 19-02-2018,1.3890953927230978,1.1343973777597522,0.25469801496334554,0.9947292166004305,2.3838246093235282,2.469554805827313
19B-HF | 09-04-2018,1.1140291795878885,0.950521345113176,0.1635078344747125,0.8636466871881141,1.9776758667760026,2.725413509125148
1A-HF | 14-08-2017,0.11678582787351299,-0.22086020860275601,0.337646036476269,1.4488139973205727,1.5655998251940857,2.8217668660323016
1B- | 02-10-2017,0.6082510877259368,0.5911288039525084,0.017122283773428393,0.10667232144327476,0.7149234091692116,2.39644026927336
22A-HF | 09-04-2018,1.0990493895925444,0.896906368188505,0.2021430214040394,0.7774877898824055,1.87653717947495,2.291015554463636
22B-HF | 28-05-2018,1.0728996370803463,0.9027105580461439,0.17018907903420244,0.7056045552783106,1.7785041923586569,2.512870483458956
22Bb-HF | 28-05-2018,1.0857168597281412,0.9184835019208211,0.16723335780732018,0.7082130180081911,1.7939298777363324,2.5401137082224508
24A-HF | 12-04-2018,1.1519353845566327,1.142290972235541,0.0096444123210917,0.5798625446564989,1.7317979292131316,1.7026085362716197
24B-HF | 04-06-2018,1.2499691718045134,0.9950865707544381,0.2548826010500753,0.8123724570336597,2.062341628838173,2.880703140211049
25A-HF | 05-03-2018,1.4739416612484892,1.2234564999406232,0.250485161307866,0.6108917521307733,2.0848334133792625,1.261095529969177
25B-HF | 23-04-2018,1.030964870512633,0.9744342495184934,0.056530620994139635,0.799283326357366,1.830248196869999,3.2597044399672126
26A-HF | 23-04-2018,1.0168127259645847,0.9427097131850566,0.07410301277952813,0.7008481835709555,1.7176609095355402,2.972083188345152
26B-HF | 11-06-2018,1.3292109066987208,1.0568158700541201,0.27239503664460063,0.6780564669411064,2.007267373639827,2.438378126635195
27A-HF | 30-04-2018,1.2351150602517804,1.0539075624701129,0.18120749778166756,0.8061593519423926,2.041274412194173,3.138255231281159
27B-HF | 18-06-2018,1.0572913864089961,0.9589978259878964,0.09829356042109971,0.6571223488896916,1.7144137352986877,3.043580231887598
27Bb-HF | 18-06-2018,1.0351436158788152,0.9172457163538761,0.11789789952493912,0.6305089590610802,1.6656525749398954,3.068425572249394
29A-HF | 08-05-2018,1.0706764222237815,0.8621292114851489,0.20854721073863258,0.8521280931122308,1.9228045153360123,2.5872596490393134
2B_2-DB2 | 12-02-2018,1.0406114737547174,0.9724985573042653,0.06811291645045214,1.0278146250032338,2.0684260987579512,2.828056098447863
31A-HF | 13-08-2018,1.4056044385867654,1.1098876695510422,0.2957167690357232,1.1475576842257427,2.553162122812508,3.053661658252379
31B-HF | 01-10-2018,1.088471769701942,0.9990622034912087,0.08940956621073326,1.0501125177433872,2.138584287445329,2.986078938931946
32A-HF | 15-05-2018,1.0520704343876264,0.830720684509715,0.22134974987791134,0.779461740828463,1.8315321752160894,2.6465427235404815
32Ab-HF | 15-05-2018,0.9783729828183043,0.8158511909865647,0.16252179183173965,0.7501882375886089,1.7285612204069132,2.6364584663254425
32B-HF | 29-06-2018,1.1740286246361125,1.0693052615957788,0.1047233630403337,0.7626295032780401,1.9366581279141526,2.644910040414234
