Sample,Basal.Glyco,Max.Glyco.Cpcty,Glyco.Rsrv.Cpcty,Non.Glyco.Acid.
44A-HF | 29-10-2018,13.5430966593689,28.549004284489026,15.005907625120127,8.710728162892938
46A-HF | 19-11-2018,8.114849660302319,23.574944335547656,15.460094675245337,22.92647382995405
46B-HF | 07-01-2019,10.860790620110897,42.28175145766701,31.420960837556116,17.307822319284135
48 post-ConBis  | 21-12-2018,25.224046821146608,32.82256939215411,7.5985225710075,8.364749349695606
48 pre- | 05-11-2018,14.735449765254433,36.86798401399584,22.1325342487414,9.54823977304719
49A-HF | 05-12-2018,4.750915895544718,19.210737863658682,14.459821968113964,16.06981710462443
49B-HF | 22-01-2019,13.149754847478077,23.6603954829559,10.51064063547782,6.918361006998746
4A-HF | 25-09-2017,9.747434517569872,13.9646065347514,4.217172017181529,12.325133200962306
4Ab-HF | 25-09-2017,10.312054752160101,12.654081129327658,2.3420263771675565,10.956625568321204
50B-HF | 14-01-2019,17.219358804525925,34.61804135924254,17.398682554716615,10.59882941733033
53 post-ConBis   | 20-02-2019,16.088958768462373,30.69845396708674,14.609495198624366,7.37440105129365
53A-HF | 02-01-2019,17.868451882272474,32.33872030461171,14.470268422339238,5.650842775506569
55A-HF | 21-01-2019,25.61291497021821,37.475533496325966,11.862618526107752,12.42848158111477
55B-HF | 25-02-2019,19.15733010869333,53.60794053084735,34.45061042215402,18.571381978896703
5A-HF | 18-09-2017,27.34077172167698,40.99773552692269,13.65696380524571,8.445718407730206
5B-HF | 06-11-2017,17.889366681360787,32.24223351331932,14.35286683195853,8.779087599095423
7A-CHF | 23-11-2017,12.621463075547322,17.76745200696103,5.145988931413708,5.233367590819064
8A-HF | 23-10-2017,44.694862757306225,43.703635261915984,-0.9912274953902411,10.0897920698132
8B-HF | 11-12-2017,8.351732017801691,26.93980475612799,18.5880727383263,12.266668250159789
9A_2-DB2 | 13-08-2018,14.245174382314556,42.99289970395182,28.74772532163727,18.595946107005926
Glycolysis-CONBIS-29POST-29POST | 25-06-2018,11.127301368495008,45.89350782791651,34.7662064594215,12.201793145779323
Glycolysis-DB-26-26 | 06-12-2017,8.571511909414552,16.23383260861838,7.662320699203827,4.830686151730415
Glycolysis-DB-26-26 | 19-02-2018,20.155245489185933,45.66188165970577,25.50663617051984,14.38976453730724
X-HC | 23-10-2017,42.42727599232746,44.35630669424943,1.929030701921974,8.318505830897388
