sample_id,Interval,mean,SD,SE,size,CV
18B-HF | 03-04-2018,Int2,5.262531913952767,0.4589251147790638,0.07757250267145971,35,8.720614378837244
18B-HF | 03-04-2018,Int3,31.110054797816886,3.6229269868650382,0.5658061365864655,41,11.645517857201824
18B-HF | 03-04-2018,Int4,3.229199641973774,3.576448038624024,0.4274673015561312,70,110.7533889245077
19A-HF | 19-02-2018,Int1,47.4013263111836,3.785781267548195,0.4082312928213501,86,7.986656834652746
19A-HF | 19-02-2018,Int2,15.245549637317843,2.6189968412292908,0.4041199861418165,42,17.17876300647467
19A-HF | 19-02-2018,Int3,128.17281251297658,5.595471782662639,0.8076367849908074,48,4.365568386116313
19A-HF | 19-02-2018,Int4,11.817213852644496,2.9797379902650443,0.329057013568165,82,25.215232857939935
19B-HF | 09-04-2018,Int1,46.499552491720635,2.4067982461089685,0.22641253361037478,113,5.175960019265788
19B-HF | 09-04-2018,Int2,17.973911466830806,1.7569229526968722,0.21150866846638147,69,9.774850376553324
19B-HF | 09-04-2018,Int3,110.28736595701237,4.0772303018683305,0.7207592987275926,32,3.6969151148804715
19B-HF | 09-04-2018,Int4,15.262723897760308,2.041122111446059,0.2422366283998093,71,13.373249264802457
1A-HF | 14-08-2017,Int1,18.888489094520033,3.57647479953489,0.31736081941299754,127,18.93467911402455
1A-HF | 14-08-2017,Int2,23.556848828912248,5.916159611803094,0.6455059343935294,84,25.114393078508694
1A-HF | 14-08-2017,Int3,80.42918270897806,7.524052978486873,1.1093610893611847,46,9.354879317512928
1A-HF | 14-08-2017,Int4,16.806588718111108,3.209054300114842,0.33826402411734796,90,19.094025289359895
1B- | 02-10-2017,Int1,20.17998672305434,4.338884541568421,0.44054697802390375,97,21.500928623563087
1B- | 02-10-2017,Int2,11.173698780396869,3.2592805063360006,0.38410989130321843,72,29.169217556267768
1B- | 02-10-2017,Int3,22.45164647089093,5.678226731415751,0.9463711219026251,36,25.290914582935827
1B- | 02-10-2017,Int4,10.984006599273652,5.681794398447419,0.6560771050847449,75,51.727885877482485
22A-HF | 09-04-2018,Int1,29.66788036878732,3.0916723423598835,0.2895616449913808,114,10.420941111831294
22A-HF | 09-04-2018,Int2,12.099663036079795,1.9135154466294342,0.24301670473876438,62,15.814617654421884
22A-HF | 09-04-2018,Int3,64.55726981383839,4.910467699456355,0.7488393038315284,43,7.606374485191991
22A-HF | 09-04-2018,Int4,9.884974293938733,3.3069930032191763,0.37444322296219384,78,33.454745605630535
22B-HF | 28-05-2018,Int1,36.08113685007882,2.7180118977830987,0.2421397451114188,126,7.533055039470468
22B-HF | 28-05-2018,Int2,14.629785634926767,1.7281139562410195,0.19442801035881754,79,11.812298548759085
22B-HF | 28-05-2018,Int3,73.066866201674,4.111263684910377,0.5934097987981348,48,5.626714129989861
22B-HF | 28-05-2018,Int4,12.340301901567344,1.9036959544102967,0.22281075841681383,73,15.426656248730088
22Bb-HF | 28-05-2018,Int1,37.55590293868238,2.2087773139100033,0.217637295634061,103,5.881305310422918
22Bb-HF | 28-05-2018,Int2,14.989514324235802,1.3524675283386438,0.18073107563500648,56,9.022757502902587
22Bb-HF | 28-05-2018,Int3,76.25203113172898,4.519862568388123,0.6974299356705521,42,5.9275307179422505
22Bb-HF | 28-05-2018,Int4,12.681112835655622,2.89923437017121,0.33477474881243263,75,22.862617877032065
24A-HF | 12-04-2018,Int1,17.366514895463126,2.283524592701438,0.22721918944970487,101,13.149008920022244
24A-HF | 12-04-2018,Int2,5.541458265677475,2.235842150957288,0.279480268869661,64,40.347541094112046
24A-HF | 12-04-2018,Int3,31.012999815955247,2.9931088033102884,0.4792809868118301,39,9.651142492092703
24A-HF | 12-04-2018,Int4,5.48857322277315,2.1381812265059748,0.2715492873156819,62,38.95695911706613
24B-HF | 04-06-2018,Int1,62.21975498661759,6.919395695401104,0.602256091642685,132,11.120898333478408
24B-HF | 04-06-2018,Int2,23.00210517897255,3.656093517359114,0.4113426581034809,79,15.894603945648175
24B-HF | 04-06-2018,Int3,140.2074280528591,15.837210218666483,2.2859043957399465,48,11.295557188807253
24B-HF | 04-06-2018,Int4,17.82683240603256,3.009587977842333,0.3498574960159571,74,16.88234852549517
25A-HF | 05-03-2018,Int1,15.410316553709036,3.0610650786251257,0.27378998397426074,125,19.863739125387223
25A-HF | 05-03-2018,Int2,4.534733361853418,1.6163037359855468,0.23831098457417743,46,35.642751337532616
25A-HF | 05-03-2018,Int3,28.386933275244186,2.6649650848414645,0.41619762260147974,41,9.38799925656478
25A-HF | 05-03-2018,Int4,3.52931774045405,3.661434390270976,0.465002632567279,62,103.74340480321642
25B-HF | 23-04-2018,Int1,73.01532759533154,4.721199005861978,0.43098453233026174,120,6.466038243405542
25B-HF | 23-04-2018,Int2,27.55640681857995,2.5701312122878153,0.30501845818947115,71,9.326800947628993
25B-HF | 23-04-2018,Int3,162.38217093815675,6.708007749250186,1.07414089659765,39,4.131000164916462
25B-HF | 23-04-2018,Int4,26.041839078142516,4.011408099116477,0.48291678608730093,69,15.403705118826801
26A-HF | 23-04-2018,Int1,53.99532894372925,3.5223028252266064,0.3421162937083652,106,6.5233472860168025
26A-HF | 23-04-2018,Int2,21.034975826370157,1.763190981064236,0.23151831817397944,58,8.382186866380136
26A-HF | 23-04-2018,Int3,108.82541863795439,8.079562981748449,1.2467036343134936,42,7.424334390688564
26A-HF | 23-04-2018,Int4,19.5328571286935,3.053657865487043,0.3817072331858804,64,15.633441873699375
26B-HF | 11-06-2018,Int1,43.2756244413178,4.298816758341082,0.3799653101126688,128,9.933575341403387
26B-HF | 11-06-2018,Int2,15.042585949554603,2.9119521700183157,0.39626649844083783,54,19.358055721161
26B-HF | 11-06-2018,Int3,85.25510795085691,12.912345336967642,2.0946590106940657,38,15.145538663103478
26B-HF | 11-06-2018,Int4,11.454456537957972,2.793490870286245,0.3438549562606877,66,24.38780802065229
27A-HF | 30-04-2018,Int1,79.31048120994473,5.181229301235761,0.4874090527553044,113,6.532843102439892
27A-HF | 30-04-2018,Int2,27.64549572427824,2.955757163121997,0.36382855618152937,66,10.691641027533663
27A-HF | 30-04-2018,Int3,177.5992563756626,5.46591863969426,0.9514943044425332,33,3.0776697781507627
27A-HF | 30-04-2018,Int4,23.063591100701533,3.4005401156932917,0.4093769227801172,69,14.744191833984848
27B-HF | 18-06-2018,Int1,60.39290479400595,3.158735724999189,0.29847247091868445,112,5.230309314932467
27B-HF | 18-06-2018,Int2,23.14719929205468,2.1447809068732844,0.23830898965258715,81,9.265833329604954
27B-HF | 18-06-2018,Int3,116.51196448636283,7.600975680794431,1.1330865545052726,45,6.523772656570466
27B-HF | 18-06-2018,Int4,20.9802229959151,2.518282222680991,0.3031655536881781,69,12.003124195444952
27Bb-HF | 18-06-2018,Int1,60.55603823377318,3.007137179499771,0.3022286581069199,99,4.965875026187954
27Bb-HF | 18-06-2018,Int2,24.199295197369068,1.5419642804370057,0.18980268231586497,66,6.371938801774057
27Bb-HF | 18-06-2018,Int3,113.75854173519133,4.361374558041832,0.6361718628279055,47,3.8338875406774275
27Bb-HF | 18-06-2018,Int4,21.508046097091352,2.622256239910096,0.2969120518092563,78,12.191977960586192
29A-HF | 08-05-2018,Int1,38.781218542920385,4.375052799503596,0.4269614346189244,105,11.281370116469105
29A-HF | 08-05-2018,Int2,16.375836427813777,2.561334488534136,0.30834843744018425,69,15.640938402290097
29A-HF | 08-05-2018,Int3,90.92765263938739,2.8214505094119655,0.6472851391962163,19,3.102962000571639
29A-HF | 08-05-2018,Int4,13.293293675602701,2.290660203552874,0.2819607797823451,66,17.231697873018053
2B_2-DB2 | 12-02-2018,Int1,47.8785488516244,6.651480926296028,0.6202537945689782,115,13.892402935830331
2B_2-DB2 | 12-02-2018,Int2,18.104748873472005,4.328619561832786,0.5101327075581176,72,23.908752295235086
2B_2-DB2 | 12-02-2018,Int3,133.81893799893862,20.137289700740787,3.3562149501234644,36,15.048161345369895
2B_2-DB2 | 12-02-2018,Int4,16.912552512564574,3.387019001558995,0.39109926646009263,75,20.026657709075735
31A-HF | 13-08-2018,Int1,86.42405893456717,5.813313230867705,0.5306804650649133,120,6.726498734882429
31A-HF | 13-08-2018,Int2,28.485022627232333,5.9987384602241045,0.7119192776896005,71,21.05927223132754
31A-HF | 13-08-2018,Int3,272.27804843604673,24.266573911143176,3.6174472564226052,45,8.912423917583265
31A-HF | 13-08-2018,Int4,21.19280332516652,5.361739369028852,0.6191203336066843,75,25.2998118595371
31B-HF | 01-10-2018,Int1,58.824417657365245,4.326692746608408,0.5099056302062424,72,7.355266603419873
31B-HF | 01-10-2018,Int2,21.660460573819325,1.5276724065309477,0.27437806397296094,31,7.05281589615607
31B-HF | 01-10-2018,Int3,168.1185330719387,17.833988054497116,2.6885748587476,44,10.607984574113473
31B-HF | 01-10-2018,Int4,19.807862184928126,2.7273634719617235,0.33320047992724716,67,13.769095556596634
32A-HF | 15-05-2018,Int1,40.39124921548702,2.785912194543746,0.2953061020100237,89,6.897316247093337
32A-HF | 15-05-2018,Int2,17.59990540041727,4.168655957472809,0.45483765407970855,84,23.685672522841944
32A-HF | 15-05-2018,Int3,88.06497805527906,6.226166860720397,0.9179982212914103,46,7.0699692411348645
32A-HF | 15-05-2018,Int4,14.105188713277794,2.6942545696542544,0.3031273218332653,79,19.10115932811336
32Ab-HF | 15-05-2018,Int1,37.1450856258695,4.812360395682599,0.6805705338601484,50,12.955577607636624
32Ab-HF | 15-05-2018,Int2,16.427886023964206,3.2628396476261408,0.5364075338095063,37,19.861591703682798
32Ab-HF | 15-05-2018,Int3,78.65094830670455,9.979792448904673,1.9959584897809346,25,12.688712169099114
32Ab-HF | 15-05-2018,Int4,13.96503161903037,2.918768868606218,0.34398020995127404,72,20.900553240629726
32B-HF | 29-06-2018,Int1,45.5558326566391,3.728129056443771,0.3208662610693044,135,8.183648150047478
32B-HF | 29-06-2018,Int2,15.637163045724936,2.1216315643102193,0.23720562005034335,80,13.567880299682972
32B-HF | 29-06-2018,Int3,97.66743315566525,8.657315810773605,1.2627992971330801,47,8.864076315976604
32B-HF | 29-06-2018,Int4,14.08275853504188,2.835819153389414,0.309413236371728,84,20.136815854174415
33A-HF | 20-08-2018,Int1,33.010174693608015,2.1639762233117796,0.20539553349746711,111,6.555482494101447
33A-HF | 20-08-2018,Int2,13.179509348271958,3.6707534701972593,0.4624714669699664,63,27.85197364481974
33A-HF | 20-08-2018,Int3,83.55488832117649,5.908446773969678,0.9227443596094432,41,7.071335852018867
33A-HF | 20-08-2018,Int4,10.434144678140296,1.378305134788834,0.18932477060796807,53,13.209565108641879
33B-HF | 08-10-2018,Int1,13.74784004708057,2.543576739681397,0.4568398685587567,31,18.501646302042474
33B-HF | 08-10-2018,Int2,6.543796918063039,2.0523010802897055,0.3469021979981551,35,31.362542358621752
33B-HF | 08-10-2018,Int3,9.83665827101752,9.758117283204326,2.6079665438362807,14,99.20154806999238
33B-HF | 08-10-2018,Int4,5.511774766425985,3.4573536757233674,0.6018480236797397,33,62.72668645285062
34B-HF | 14-11-2018,Int1,51.79700124595593,8.252659544504834,0.7323051166811385,127,15.932697542310256
34B-HF | 14-11-2018,Int2,17.660589931034536,4.630204585803857,0.508230979961631,83,26.217723212446646
34B-HF | 14-11-2018,Int3,119.03507497300994,16.574729883326167,2.4708148485209644,45,13.924240302351496
34B-HF | 14-11-2018,Int4,18.017082379592466,3.0504204502559693,0.34104737433639315,80,16.930712675827635
36A-HF | 27-08-2018,Int1,37.0484461351211,3.8140394710182988,0.34251085556714117,124,10.294735323332967
36A-HF | 27-08-2018,Int2,14.952996400088626,2.0458305252683897,0.24809339258218915,68,13.681742913121173
36A-HF | 27-08-2018,Int3,81.56375564308127,4.974494173065848,0.7586032495204144,43,6.098902795543126
36A-HF | 27-08-2018,Int4,12.81718397674449,2.7080965198192164,0.3008996133132463,81,21.128638901749316
36B-HF | 15-10-2018,Int1,38.59688326295625,4.811289637926573,0.48355280262810085,99,12.465487446610119
36B-HF | 15-10-2018,Int2,16.155072437294752,4.628324218878586,0.6025564897219754,59,28.649356026370263
36B-HF | 15-10-2018,Int3,102.26152439072435,11.346828668667568,1.750853675021309,42,11.095892356653335
36B-HF | 15-10-2018,Int4,14.306355554449576,3.3763197529616673,0.4124831081885446,67,23.60013869438301
39 post-ConBis  | 23-11-2018,Int1,36.671187815835204,2.0928694689625824,0.2466470322736218,72,5.707122113068964
39 post-ConBis  | 23-11-2018,Int2,12.734226176899083,1.7205937769539605,0.28676562949232676,36,13.511569160560827
39 post-ConBis  | 23-11-2018,Int3,108.76693756224138,13.079427459850445,2.2768360734533526,33,12.025186838018495
39 post-ConBis  | 23-11-2018,Int4,11.68279450953342,2.7261331671956643,0.44223719657418736,38,23.33459828443511
39A-HF | 15-10-2018,Int1,37.7675219447776,4.447530417733925,0.38278247199187576,135,11.77607157874153
39A-HF | 15-10-2018,Int2,10.835616263196087,2.596783849358817,0.2867668033712085,82,23.965262208287786
39A-HF | 15-10-2018,Int3,95.99492882470214,11.242606816933618,1.6227305180374365,48,11.711667433457782
39A-HF | 15-10-2018,Int4,13.439492524303649,2.7292372431217906,0.3013938337782463,82,20.307591512003185
3A-HF | 28-08-2017,Int1,37.12034871281774,3.2343467881487045,0.3069906115007757,111,8.713136865095983
3A-HF | 28-08-2017,Int2,14.889396387692784,2.758250437565505,0.3009497956140237,84,18.524931204366407
3A-HF | 28-08-2017,Int3,64.64207411331992,10.43571853387735,1.5222059952184404,47,16.14384853367043
3A-HF | 28-08-2017,Int4,14.587127432222537,2.205229464692131,0.2513092210220941,77,15.1176403643451
3Ab-HF | 28-08-2017,Int1,38.57225577319805,2.5751311300533497,0.26420287932153164,95,6.67612271679138
3Ab-HF | 28-08-2017,Int2,16.59267480044578,1.6086803417366617,0.190915232347009,71,9.695123668026342
3Ab-HF | 28-08-2017,Int3,65.449626913381593,4.885162514155668,0.7282370308523901,45,7.464003607875212
3Ab-HF | 28-08-2017,Int4,14.400878011465199,3.2368189475003306,0.3531659008997038,84,22.476538895221186
40A-HF | 07-01-2019,Int1,42.307258242792486,4.069178826640132,0.4289291099571423,90,9.618157724350674
40A-HF | 07-01-2019,Int2,12.3848347651487,1.9178485923089053,0.28589598819699946,45,15.485459666412257
40A-HF | 07-01-2019,Int3,121.09946533409203,9.62342036426189,1.6752224592870375,33,7.9467075578844
40A-HF | 07-01-2019,Int4,9.381146452123687,2.33318752380044,0.3146069415294418,55,24.871027605290795
40B-HF | 25-02-2019,Int1,73.23618170002473,6.908656804032723,0.7282363691054318,90,9.43339295367769
40B-HF | 25-02-2019,Int2,28.067833449289964,3.3523109428810156,0.47408836007140703,50,11.943604229152998
40B-HF | 25-02-2019,Int3,170.54143682649308,11.169627231172077,1.8362754053830315,37,6.549509279985679
40B-HF | 25-02-2019,Int4,25.01574567361205,3.3421145394819796,0.46346789771446134,52,13.360043642462442
42B-HF | 19-11-2018,Int1,20.519559865748825,5.162553310360448,0.45810252851560507,127,25.159181503584605
42B-HF | 19-11-2018,Int2,4.118434600822457,3.8499582407004147,0.5012218706784356,59,93.48110663045549
42B-HF | 19-11-2018,Int3,51.31085393816022,6.187323502789053,0.8930632224746395,48,12.058508147703034
42B-HF | 19-11-2018,Int4,5.625251409018846,3.244088168959581,0.44560978038755805,53,57.670100997768806
43A-HF | 15-10-2018,Int1,35.396491453636614,7.124062672039469,0.6503349710927575,120,20.126465588745653
43A-HF | 15-10-2018,Int2,15.420223228224067,6.860937876449312,0.7975678277052662,74,44.493116441346615
43A-HF | 15-10-2018,Int3,89.6299698227982,13.472839687814858,1.9446369051271455,48,15.03162359024684
43A-HF | 15-10-2018,Int4,12.517629950857884,4.456044026868722,0.5180045962619889,74,35.59814473156982
43B-HF | 05-12-2018,Int1,47.43605282521342,6.4360145759518215,0.5601831655391989,132,13.56777006650714
43B-HF | 05-12-2018,Int2,17.57335924331384,1.6484000991939307,0.2044588688003441,65,9.380108130556199
43B-HF | 05-12-2018,Int3,100.40982371895075,7.7181506668459265,1.1379792322179871,46,7.686648956230813
43B-HF | 05-12-2018,Int4,16.534656135306175,3.7030190223027875,0.40403249927533075,84,22.395500650272325
44A-HF | 29-10-2018,Int1,36.25201716318354,3.832771872705164,0.3414504568887302,126,10.572575466497385
44A-HF | 29-10-2018,Int2,13.048951186515229,2.7562767028727135,0.3043798425827801,82,21.12259187329206
44A-HF | 29-10-2018,Int3,76.72723880717878,6.353690582071414,0.9267810227340995,47,8.280880011906472
44A-HF | 29-10-2018,Int4,11.304682109857765,2.3795450407114016,0.2565929407023992,86,21.049199062717747
46A-HF | 19-11-2018,Int1,31.336553584051458,4.368905954181371,0.39076682803412505,125,13.941884012429812
46A-HF | 19-11-2018,Int2,8.663503880967808,26.83966670705768,2.9460361544701152,83,309.8015199833834
46A-HF | 19-11-2018,Int3,37.18858811081212,23.553161890433085,3.5110980714710553,45,63.334380483203375
46A-HF | 19-11-2018,Int4,5.923937567860962,3.9005173548702707,0.4662009933746261,70,65.84332313074468
46B-HF | 07-01-2019,Int1,51.29797925762817,4.818658079286509,0.6070938538497268,63,9.39346568621406
46B-HF | 07-01-2019,Int2,15.277848779719175,2.4028619171767938,0.4247699889726548,32,15.727750364740558
46B-HF | 07-01-2019,Int3,131.26604783384786,7.193967889308268,1.695634492722717,18,5.4804483017681385
46B-HF | 07-01-2019,Int4,10.971552155881287,2.9985914873127353,0.5568244602913673,29,27.330604136128027
48 pre- | 05-11-2018,Int1,38.27170722739856,3.6285838813682294,0.36105759097579,101,9.481113188414394
48 pre- | 05-11-2018,Int2,13.494807735117226,3.395482086242126,0.4312266561796218,62,25.1613965377672
48 pre- | 05-11-2018,Int3,90.15823868285331,2.7332329720439255,0.49090313345348885,31,3.031595350546421
48 pre- | 05-11-2018,Int4,13.368363283344673,3.3529900358468923,0.39515366526637713,72,25.081529913421065
48B-HF | 21-12-2018,Int1,29.4921378921478,3.8066689145453076,0.4255985230379323,80,12.907402401501802
48B-HF | 21-12-2018,Int2,8.114794879124357,2.4286640824056667,0.39926991565238645,37,29.928841314935816
48B-HF | 21-12-2018,Int3,62.83523764464927,14.062612415925194,2.096330486882752,45,22.38013723359045
48B-HF | 21-12-2018,Int4,6.781929146761556,2.595628272717849,0.3037953107336079,73,38.27271291911519
49A-HF | 05-12-2018,Int1,42.97490834221506,2.9465846446002284,0.27842607809335157,112,6.8565233953175015
49A-HF | 05-12-2018,Int2,19.46078822877654,1.9603579021601274,0.2643346056030175,55,10.07337359162749
49A-HF | 05-12-2018,Int3,52.43866615676769,21.622643418164703,3.1209597495171706,48,41.23415983450621
49A-HF | 05-12-2018,Int4,16.379497255676366,2.3131345929941842,0.2784686812798084,69,14.122134256547833
49B-HF | 22-01-2019,Int1,33.29595680885633,2.3668560208520315,0.2355109764620201,101,7.10853883683101
49B-HF | 22-01-2019,Int2,11.633420754832478,4.958637525535153,0.5884820064936874,71,42.624071028079626
49B-HF | 22-01-2019,Int3,75.82932417785184,6.7657454287413685,0.9975547408596805,46,8.922333809639175
49B-HF | 22-01-2019,Int4,10.87436601958263,1.671911029683652,0.1984193344160557,71,15.374790830774534
4A-HF | 25-09-2017,Int1,38.26900136292046,4.209480024071048,0.3925360362637805,115,10.999712232234234
4A-HF | 25-09-2017,Int2,23.97213637261271,11.725045707544167,1.2793073686104335,84,48.91114219148029
4A-HF | 25-09-2017,Int3,65.12765447643636,7.76807507763805,1.1212250592898878,48,11.927460216533046
4A-HF | 25-09-2017,Int4,14.200813708623393,22.834249319208176,2.406941216961568,90,160.79535854584276
4Ab-HF | 25-09-2017,Int1,36.3351753988522,5.271488090120992,0.4733936052783638,124,14.50794727768815
4Ab-HF | 25-09-2017,Int2,27.78069598279405,10.039408130592276,1.0763375299160451,87,36.138072771143584
4Ab-HF | 25-09-2017,Int3,67.25064875469104,6.734823658707541,1.039205851942526,42,10.014511061854636
4Ab-HF | 25-09-2017,Int4,11.594289020450557,2.0045887692557325,0.2955604894252029,46,17.289449708558617
4B-HF | 13-11-2017,Int1,55.24165004871001,4.110855374265994,0.4715474512614879,76,7.441586865419836
4B-HF | 13-11-2017,Int2,21.83850307441074,1.1839553205084032,0.22374652439121467,28,5.421412431402877
4B-HF | 13-11-2017,Int3,141.6210430063221,12.07227807761121,1.7424832494602127,48,8.524353317375507
4B-HF | 13-11-2017,Int4,16.364386138736485,2.645453581301351,0.32319359409798376,67,16.16592005879916
50A-HF | 26-11-2018,Int1,33.32371052870214,4.237483390377715,0.5516733478926041,59,12.716121113607432
50A-HF | 26-11-2018,Int2,11.023581964412106,3.618510219950049,0.5651163534819665,41,32.82517635040804
