sample_id,Interval,mean,SD,SE,size,CV
7A_4y-DB2 | 21-09-2018,Int1,50.53609828122855,3.433288641381388,0.3450584915288219,99,6.793735088679513
7A_4y-DB2 | 21-09-2018,Int2,20.73486899382319,3.132229698341258,0.3417542782532741,84,15.106098327770157
7A_4y-DB2 | 21-09-2018,Int3,111.78083938547458,9.212239307797498,1.9208846814189475,23,8.241340249762509
7A_4y-DB2 | 21-09-2018,Int4,17.42331265377483,4.278784253842896,0.534848031730362,64,24.557811358082247
9A_1x-DB2 | 02-07-2018,Int1,28.111309425367157,2.164134999207213,0.21323855766189265,103,7.6984496398248
9A_1x-DB2 | 02-07-2018,Int2,13.534123071073203,2.822653720435747,0.3259319770645354,75,20.855830153256626
9A_1x-DB2 | 02-07-2018,Int3,48.448284982354934,3.806972343792667,0.5675099299454734,45,7.857806205481127
9A_1x-DB2 | 02-07-2018,Int4,12.222630951940094,2.1265606776288357,0.25600782131499883,69,17.398550982931276
9A_1y-DB2 | 02-07-2018,Int1,26.481790307169728,2.2660464917088166,0.21906698294088245,107,8.55699884873457
9A_1y-DB2 | 02-07-2018,Int2,11.428145527265194,3.0060330265570956,0.3360847094995548,80,26.30376922822099
9A_1y-DB2 | 02-07-2018,Int3,46.23323440274751,3.003644010744697,0.43353866953831455,48,6.496720485915644
9A_1y-DB2 | 02-07-2018,Int4,10.013894631493098,2.2942956167822213,0.2824082682170714,66,22.91112200808264
9A_3x-DB2 | 23-Aug-18 ,Int1,47.697974465009224,4.139269766281783,0.363037974259257,130,8.678082901231605
9A_3x-DB2 | 23-Aug-18 ,Int2,16.89814698840774,2.3425751659622973,0.2526063765832195,86,13.86291152260258
9A_3x-DB2 | 23-Aug-18 ,Int3,108.16189004712025,3.848683202849297,0.6699697504680732,33,3.558261788114682
9A_3x-DB2 | 23-Aug-18 ,Int4,12.313180110798381,3.0317092311481595,0.3548347263786796,73,24.621659099174703
9A_3y-DB2 | 23-Aug-18 ,Int1,47.65600075333495,3.6916415798001254,0.32377838519709706,130,7.74643596072586
9A_3y-DB2 | 23-Aug-18 ,Int2,18.476298210633498,2.0510173870296824,0.24005342789716416,73,11.100802572288417
9A_3y-DB2 | 23-Aug-18 ,Int3,107.80228369083511,5.370508907942154,0.8096346809502479,44,4.981813672281909
9A_3y-DB2 | 23-Aug-18 ,Int4,13.66828648533619,3.036002355541041,0.3529281050523193,74,22.212018739863034
9A_4x-DB2 | 17-Sep-18 ,Int1,28.442176770251166,2.722786341490356,0.24451343160887645,124,9.573058924020996
9A_4x-DB2 | 17-Sep-18 ,Int2,9.364219822937947,1.8642790666923297,0.21819736065940187,73,19.908535915888265
9A_4x-DB2 | 17-Sep-18 ,Int3,74.76994201914606,7.765992918095707,1.120924525446821,48,10.386517239918547
9A_4x-DB2 | 17-Sep-18 ,Int4,8.538996723797014,1.1460028739225039,0.1574156010488135,53,13.420814072088245
