sample_id,Interval,mean,SD,SE,size,CV
D423A_72h-FLI | 20-02-2019,Int1,10.9218819755792,0.9907908780145486,0.17514873714546517,32,9.071613117866582
D423A_72h-FLI | 20-02-2019,Int2,8.609159899600545,3.3523086838444836,0.7901467343256615,18,38.93885957444032
D423A_72h-FLI | 20-02-2019,Int3,11.0476037244241,1.005308500060489,0.23063358730769076,19,9.099787837591855
D423A_72h-FLI | 20-02-2019,Int4,6.70229266803286,0.788553095862521,0.14162831694653646,31,11.765423190538819
