Sample,log.Basal.Resp,log.ATP.linked.Resp,log.Proton.Leak,log.Spare.Resp.Cpcty,log.Maximal.Resp,log.Non.Mito.Resp
D423A_72h-FLI | 20-02-2019,0.48831859044887205,0.23794248142207186,0.2503761090268002,0.011445299357552674,0.4997638898064247,1.9024496571221645
